 time                   v(gate)                v(gfet)                v(gate_core)           v(en_core)             v(vdd)                 v(vdda)                i(vdda)                i(vdd)                
 0.000000000000000e+00  3.952925322450117e-25  3.952925322450117e-25  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.012485463493856e-22 -2.024970926987712e-22  0.000000000000000e+00 
 5.000000000000000e-11  5.461343780024511e-21  5.850785526742780e-24  2.818938482227239e-21  3.115628374762437e-23  6.077943317786081e-26 -8.743146293095882e-23 -1.748629258619176e-22  1.215588663557216e-25 
 1.000000000000000e-10  4.530022873468835e-21  1.037043796224937e-23  4.889820453526856e-21  5.385326302595148e-23  1.002461186533590e-25 -7.758449620148573e-23 -1.551689924029715e-22  2.004922373067180e-25 
 2.000000000000000e-10 -1.965245529323150e-18 -2.341498676864888e-21  5.442349922650890e-19  3.565273568060746e-19 -9.231239134347913e-22 -6.044030456015170e-20 -1.208806091203034e-19 -1.846247826869583e-21 
 4.000000000000000e-10 -1.350731836845711e-19 -4.536282531493983e-21  3.518363834900057e-18  4.093918191442564e-19 -2.085927387377001e-21 -1.502325165057751e-19 -3.004650330115502e-19 -4.171854774754001e-21 
 8.000000000000000e-10  2.889285310001834e-19 -4.881819930728878e-21  2.433127110770629e-18 -7.598583548630876e-19 -2.887671041393090e-21 -9.383701081197399e-20 -1.876740216239480e-19 -5.775342082786181e-21 
 1.600000000000000e-09 -2.549206519868755e-19 -7.533169680260300e-21  9.711773812762971e-19  1.259650728180383e-18 -2.017637881706188e-21 -2.480895926165738e-20 -4.961791852331477e-20 -4.035275763412375e-21 
 3.200000000000000e-09 -4.898956070930258e-18 -1.017604062419019e-19  1.325562935829851e-17  5.605161127440813e-18 -5.443004717697485e-22  1.590354710711729e-19  3.180709421423457e-19 -1.088600943539497e-21 
 6.400000000000000e-09  2.179231520003716e-18 -9.000356810773540e-20  1.096123817904562e-17  1.870459816665633e-17 -5.859999959105267e-24 -4.965222676905938e-20 -9.930445353811875e-20 -1.171999991821053e-23 
 1.140000000000000e-08  1.785061433029214e-21 -7.808366980911896e-20 -2.992084364642911e-18  2.366121442712437e-17  1.309912544587010e-22 -2.333017478130560e-20 -4.666034956261120e-20  2.619825089174019e-22 
 1.640000000000000e-08 -7.709783247547838e-20 -7.429708675744877e-20  1.532767995365195e-18  3.246099163735803e-17  2.412637571011788e-22  4.634424793789635e-21  9.268849587579271e-21  4.825275142023576e-22 
 2.140000000000000e-08 -7.370686301544834e-20 -7.307689056992680e-20  8.853323199246787e-19  3.191941166603620e-17  2.175670459544854e-22  1.686642577668825e-21  3.373285155337649e-21  4.351340919089709e-22 
