 time                   v(gate)                v(gfet)                v(gate_core)           v(en_core)             v(vdd)                 v(vdda)                i(vdda)                i(vdd)                
 0.000000000000000e+00  2.791444250558101e-28  2.791444250558101e-28  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.767384230249411e-28 -3.534768460498823e-28  0.000000000000000e+00 
 5.000000000000001e-12 -7.181221423390120e-22 -7.152591721712369e-26 -7.428147479002919e-23 -8.475661289940495e-25 -1.635621797645118e-27 -7.817015605154109e-26 -1.563403121030822e-25 -3.271243595290235e-27 
 1.000000000000000e-11 -7.462074644975742e-22 -1.461320504618350e-25 -1.045649220308363e-22 -1.168604124861974e-24 -2.320983925215148e-27 -1.244746388935202e-25 -2.489492777870403e-25 -4.641967850430295e-27 
 2.000000000000000e-11 -4.956808932039319e-17 -5.947662815866338e-21 -7.473420120300766e-18 -6.491384071188192e-18 -6.309579360319439e-22 -6.028405262475557e-20 -1.205681052495111e-19 -1.261915872063888e-21 
 4.000000000000000e-11 -1.825471553605632e-17 -1.508318792647021e-20 -1.691512853483467e-17 -1.743329565484499e-17 -1.663811959424758e-21 -1.968456618232453e-19 -3.936913236464906e-19 -3.327623918849516e-21 
 8.000000000000001e-11  2.100103338007946e-17 -1.230520549387810e-20 -2.923812930286300e-17 -2.698096917524865e-17 -2.823350240081419e-21 -4.036325158225722e-19 -8.072650316451445e-19 -5.646700480162837e-21 
 1.600000000000000e-10  9.333267443491007e-18 -1.121805868419361e-21 -4.279686217953833e-17 -4.886631742667465e-17 -3.443122833862873e-21 -4.906086401294800e-19 -9.812172802589601e-19 -6.886245667725745e-21 
 3.200000000000000e-10 -1.820117534300363e-18  4.321989945395774e-21 -6.344675736177265e-17 -6.919952858875701e-17 -3.348210482672871e-21 -4.170705475632773e-19 -8.341410951265545e-19 -6.696420965345742e-21 
 6.400000000000001e-10 -1.795725006352000e-18  1.774628000534151e-21 -8.296215803196113e-17 -9.263106909779627e-17 -2.452604033558522e-21 -2.069895544909099e-19 -4.139791089818197e-19 -4.905208067117044e-21 
 1.140000000000000e-09 -9.479748456589405e-20 -3.199495047119367e-22 -1.121823770795588e-16 -1.091268355577639e-16 -2.144513878296783e-21 -5.757122632471559e-20 -1.151424526494312e-19 -4.289027756593567e-21 
 1.640000000000000e-09  1.490026731881890e-19 -2.462667404573369e-23 -1.054286915866733e-16 -1.171773032644713e-16 -9.010128223579590e-22 -4.464336784051345e-22 -8.928673568102690e-22 -1.802025644715918e-21 
 2.140000000000000e-09  1.941880756771321e-19  1.359339179493922e-21 -1.023492013404366e-16 -1.189616980332296e-16 -1.863275754181653e-23  1.425357427625166e-20  2.850714855250332e-20 -3.726551508363306e-23 
 2.640000000000000e-09  5.056894021869886e-20  2.143497416024966e-21 -9.231229534466174e-17 -1.182110944199145e-16  4.914262271784350e-22  1.471263737090202e-20  2.942527474180404e-20  9.828524543568699e-22 
 3.140000000000000e-09  1.231371431087606e-19  3.204434883040118e-21 -9.215537917787169e-17 -1.163390263814549e-16  5.734148132008218e-22  1.202728582277671e-20  2.405457164555342e-20  1.146829626401644e-21 
 3.640000000000000e-09 -1.196248564131812e-19  2.742299664858239e-21 -8.952020390773799e-17 -1.117836314372322e-16  6.136459184952257e-22  8.455809697993114e-21  1.691161939598623e-20  1.227291836990451e-21 
 4.140000000000000e-09 -2.015696930856245e-19  1.236215203536539e-21 -9.590158668734217e-17 -1.094752556443136e-16  6.358277446312301e-22  6.770792183187724e-21  1.354158436637545e-20  1.271655489262460e-21 
 4.640000000000001e-09 -1.238315937206386e-19 -9.075189573670676e-23 -9.349163645834870e-17 -1.074753926514701e-16  6.526284943129585e-22  5.217187666096408e-21  1.043437533219282e-20  1.305256988625917e-21 
 5.140000000000001e-09  1.215172731822825e-19  2.752061844908228e-22 -1.009207586356765e-16 -1.058926961158112e-16  5.688568278540104e-22  3.793101886185678e-21  7.586203772371356e-21  1.137713655708021e-21 
 5.640000000000001e-09  2.039908853809329e-19  1.745494815006177e-21 -9.837380717020298e-17 -1.041538770226748e-16  6.239879212383538e-22  3.903035797115321e-21  7.806071594230643e-21  1.247975842476708e-21 
 6.140000000000002e-09  1.260654934841726e-19  3.055656604376602e-21 -1.002969714722336e-16 -1.028312544462816e-16  5.412397273270137e-22  3.615493889573849e-21  7.230987779147698e-21  1.082479454654027e-21 
 6.640000000000002e-09 -1.193301205490436e-19  2.678983175999787e-21 -9.713659295110974e-17 -1.023316345257404e-16  6.187755159822084e-22  3.691639980329266e-21  7.383279960658533e-21  1.237551031964417e-21 
 7.140000000000002e-09 -2.018580021001543e-19  1.199707303847503e-21 -9.908466438747847e-17 -1.014800586113379e-16  5.431976818472855e-22  3.449199308168402e-21  6.898398616336803e-21  1.086395363694571e-21 
 7.640000000000003e-09 -1.241170734848695e-19 -1.200315994394587e-22 -9.517055960238872e-17 -1.006126010400858e-16  5.871376911621181e-22  4.167714300735704e-21  8.335428601471408e-21  1.174275382324236e-21 
 8.140000000000002e-09  1.214269087363164e-19  2.479153884506590e-22 -9.813678815613327e-17 -9.976914235438569e-17  5.025484671060228e-22  4.523377005599145e-21  9.046754011198290e-21  1.005096934212046e-21 
 8.640000000000002e-09  2.041077095742393e-19  1.719817001565192e-21 -9.663984848258792e-17 -9.526331438026524e-17  4.195134620645092e-22  4.907701572879710e-21  9.815403145759420e-21  8.390269241290185e-22 
 9.140000000000001e-09  1.260401413968815e-19  3.030515048260841e-21 -1.040471318131552e-16 -9.523662562717636e-17  4.151428964644926e-22  4.814656465729155e-21  9.629312931458310e-21  8.302857929289853e-22 
 9.640000000000001e-09 -1.193279383217474e-19  2.654200140742789e-21 -1.019348088154507e-16 -9.357114176852549e-17  5.294293492064705e-22  4.965296585536560e-21  9.930593171073120e-21  1.058858698412941e-21 
 1.014000000000000e-08 -2.018794799972654e-19  1.175064872438744e-21 -1.052143893675880e-16 -9.748683573689654e-17  5.465952344933037e-22  4.799429029782723e-21  9.598858059565446e-21  1.093190468986607e-21 
 1.064000000000000e-08 -1.241389114732849e-19 -1.446089008124205e-22 -9.955809718820975e-17 -9.322684950916696e-17  5.594248130638236e-22  4.977689250172821e-21  9.955378500345643e-21  1.118849626127647e-21 
