Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L10_0,CTX_L8_6;CTX_L10_16,CTX_L30_8,CTX_L8_74;0.002;
C2;CTX_L10_0,CTX_L8_6;CTX_L10_18,CTX_L8_4;0.018;
C3;CTX_L10_0,CTX_L8_6;CTX_L10_7,CTX_L30_14;0.177;
C4;CTX_L10_0,CTX_L8_6;CTX_L126_0;0.0;
C5;CTX_L10_0,CTX_L8_6;CTX_L126_1,CTX_L30_0,CTX_L50_1,CTX_L67_0;0.022;
C6;CTX_L10_0,CTX_L8_6;CTX_L126_2,CTX_L134_0;0.001;
C7;CTX_L10_0,CTX_L8_6;CTX_L8_10;0.348;
C8;CTX_L10_0,CTX_L8_6;CTX_L8_11;0.04;
C9;CTX_L10_0,CTX_L8_6;CTX_L8_14;0.036;
C10;CTX_L10_0,CTX_L8_6;CTX_L8_17;0.012;
C11;CTX_L10_0,CTX_L8_6;CTX_L8_23;0.0;
C12;CTX_L10_0,CTX_L8_6;CTX_L8_24;0.001;
C13;CTX_L10_0,CTX_L8_6;CTX_L8_26;0.002;
C14;CTX_L10_0,CTX_L8_6;CTX_L8_30;0.001;
C15;CTX_L10_0,CTX_L8_6;CTX_L8_37;0.0;
C16;CTX_L10_0,CTX_L8_6;CTX_L8_8;0.001;
C17;CTX_L10_0,CTX_L8_6;CTX_L8_9;0.018;
C18;CTX_L10_0,CTX_L8_6;FILL_L50_2;0.074;
C19;CTX_L10_0,CTX_L8_6;FILL_L50_7;0.002;
C20;CTX_L10_0,CTX_L8_6;VSUBS;0.153;
C21;CTX_L10_1,CTX_L30_1,CTX_L30_22,CTX_L50_0,CTX_L8_15;CTX_L10_2,CTX_L30_2,CTX_L8_20;0.669;
C22;CTX_L10_1,CTX_L30_1,CTX_L30_22,CTX_L50_0,CTX_L8_15;CTX_L10_26;0.0;
C23;CTX_L10_1,CTX_L30_1,CTX_L30_22,CTX_L50_0,CTX_L8_15;CTX_L10_27,CTX_L10_4,CTX_L30_7;0.229;
C24;CTX_L10_1,CTX_L30_1,CTX_L30_22,CTX_L50_0,CTX_L8_15;CTX_L126_1,CTX_L30_0,CTX_L50_1,CTX_L67_0;0.077;
C25;CTX_L10_1,CTX_L30_1,CTX_L30_22,CTX_L50_0,CTX_L8_15;CTX_L126_2,CTX_L134_0;0.542;
C26;CTX_L10_1,CTX_L30_1,CTX_L30_22,CTX_L50_0,CTX_L8_15;CTX_L134_1;0.114;
C27;CTX_L10_1,CTX_L30_1,CTX_L30_22,CTX_L50_0,CTX_L8_15;CTX_L50_6;0.0;
C28;CTX_L10_1,CTX_L30_1,CTX_L30_22,CTX_L50_0,CTX_L8_15;CTX_L50_7;0.001;
C29;CTX_L10_1,CTX_L30_1,CTX_L30_22,CTX_L50_0,CTX_L8_15;CTX_L50_8;0.056;
C30;CTX_L10_1,CTX_L30_1,CTX_L30_22,CTX_L50_0,CTX_L8_15;CTX_L50_9;0.104;
C31;CTX_L10_1,CTX_L30_1,CTX_L30_22,CTX_L50_0,CTX_L8_15;CTX_L8_16;0.471;
C32;CTX_L10_1,CTX_L30_1,CTX_L30_22,CTX_L50_0,CTX_L8_15;CTX_L8_7;0.082;
