 time                   v(gate)                v(gfet)                v(gate_core)           v(en_core)             v(vdd)                 v(vdda)                i(vdda)                i(vdd)                
 0.000000000000000e+00  2.546872435496935e-29  2.546872435496935e-29  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -6.873397395913497e-33 -1.374679479182699e-32  0.000000000000000e+00 
 5.000000000000001e-12 -3.841278543356999e-26  2.162528328328403e-29 -4.249132898525626e-27 -4.954983898502535e-29 -8.487376921915096e-32 -3.877464911644786e-30 -7.754929823289573e-30 -1.697475384383019e-31 
 1.000000000000000e-11 -3.987613929421207e-26  1.763590576328649e-29 -6.041165350406276e-27 -6.904453078281472e-29 -1.212368603024819e-31 -6.062915815266579e-30 -1.212583163053316e-29 -2.424737206049638e-31 
 2.000000000000000e-11 -4.690508329579368e-18 -5.627934498911336e-22 -9.924697332718199e-18 -3.961090226545117e-18  1.453365185572135e-21  1.735794923250432e-20  3.471589846500865e-20  2.906730371144270e-21 
 4.000000000000000e-11 -1.432500200437555e-18 -1.356502711367050e-21 -2.841154402012920e-17 -1.504726105577944e-17  3.501389382921830e-21  5.709620556096095e-20  1.141924111219219e-19  7.002778765843661e-21 
 8.000000000000001e-11 -1.943272205994255e-19 -2.083746987881325e-21 -3.820305381072341e-17 -2.282684014438298e-17  6.594062087095320e-21  1.128338471145505e-19  2.256676942291010e-19  1.318812417419064e-20 
 1.600000000000000e-10 -2.247557577476952e-18 -4.818571854490308e-21 -4.239869712324934e-17 -3.058897001996839e-17  9.848884190058748e-21  1.392377949813715e-19  2.784755899627430e-19  1.969776838011750e-20 
 3.200000000000000e-10 -1.171674800112113e-18 -9.238309809159167e-21 -4.823599421827947e-17 -3.049996075867650e-17  1.189775889017850e-20  1.380058811387831e-19  2.760117622775661e-19  2.379551778035700e-20 
 6.400000000000001e-10  1.141200672622508e-18 -8.359788004088123e-21 -5.951149551041028e-17 -4.137234899345198e-17  1.051598228633121e-20  1.113210988575791e-19  2.226421977151581e-19  2.103196457266241e-20 
 1.140000000000000e-09 -1.957050691684587e-19 -8.999666143928572e-21 -6.584216884165385e-17 -4.104219060864881e-17  5.316132691929038e-21  6.555798925224290e-20  1.311159785044858e-19  1.063226538385808e-20 
