 time                   v(gate)                v(gfet)                v(gate_core)           v(en_core)             v(vdd)                 v(vdda)                i(vdda)                i(vdd)                
 0.000000000000000e+00  2.546872435496935e-29  2.546872435496935e-29  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -6.873397395913497e-33 -1.374679479182699e-32  0.000000000000000e+00 
 5.000000000000000e-10 -4.776893682193272e-27 -2.207941828412215e-29 -2.518116979661893e-26 -2.807431587120621e-28 -2.609570411315839e-31 -1.191360237225508e-29 -2.382720474451016e-29 -5.219140822631679e-31 
 1.000000000000000e-09 -4.554238250583415e-27 -6.695227800985773e-29 -4.899716844087531e-26 -5.457438075543332e-28 -3.774008328885361e-31 -1.699669254290353e-29 -3.399338508580705e-29 -7.548016657770723e-31 
 2.000000000000000e-09  3.200685313982588e-20  3.795278012127913e-22  5.964639488934884e-18  5.585274841404101e-18  1.101971312413630e-21  5.413421201237181e-21  1.082684240247436e-20  2.203942624827260e-21 
 4.000000000000000e-09 -2.264541034968685e-20  1.363869603050414e-22  1.213734324655635e-17  1.393104370083814e-17  1.318061384349277e-21  6.105326313644893e-21  1.221065262728979e-20  2.636122768698555e-21 
 8.000000000000000e-09  6.106280208821134e-21  2.242134900784884e-22  8.250220198151595e-18  2.487619793987099e-17  6.624338946779646e-22  3.299268743396881e-21  6.598537486793761e-21  1.324867789355929e-21 
 1.600000000000000e-08 -6.458908828741024e-21 -2.970625307134054e-22  8.687974630279782e-18  3.615603619976651e-17  2.077399858172901e-22  1.140561651566373e-21  2.281123303132745e-21  4.154799716345803e-22 
 3.200000000000000e-08  2.821703057654834e-21 -1.445607049305305e-22  3.241921947974410e-17  4.638286313850623e-17  1.050914176106248e-22  5.561161834993454e-22  1.112232366998691e-21  2.101828352212495e-22 
 6.400000000000000e-08 -2.078475729803427e-21 -5.929869397028515e-22  3.490168774588021e-17  5.414705213726142e-17  5.362859798997299e-23  2.993822940293286e-22  5.987645880586573e-22  1.072571959799460e-22 
 1.140000000000000e-07  2.366077571779099e-22 -4.388118670269877e-22  3.409765316947655e-17  5.951660050410856e-17  8.582396851707248e-24  3.955709089882219e-22  7.911418179764438e-22  1.716479370341450e-23 
