 time                   v(gate)                v(gfet)                v(gate_core)           v(en_core)             v(vdd)                 v(vdda)                i(vdda)                i(vdd)                
 0.000000000000000e+00 -2.902416366483260e-21 -2.902416366483260e-21  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -3.988106764991212e-23 -7.976213529982423e-23  0.000000000000000e+00 
 5.000000000000000e-10 -3.396636101113326e-21 -2.907309631182568e-21 -1.279708451054366e-21 -1.302627183823824e-23 -1.616720571490072e-26 -2.743255791650881e-23 -5.486511583301762e-23 -3.233441142980145e-26 
 1.000000000000000e-09 -3.362404022242026e-21 -2.911815516242563e-21 -2.470916650010368e-21 -2.542429467623183e-23 -2.315046334659070e-26 -2.208555866082869e-23 -4.417111732165738e-23 -4.630092669318140e-26 
 2.000000000000000e-09 -1.168312840885882e-20 -3.019385143475163e-21 -5.981031548725074e-18 -4.773155069023793e-18 -3.351127229431358e-22  1.152369140055595e-20  2.304738280111191e-20 -6.702254458862716e-22 
 4.000000000000000e-09 -6.775210158970508e-21 -3.191451063551305e-21 -9.824470526365311e-18 -1.171056118468841e-17 -4.202240199664500e-22  1.228833736296294e-20  2.457667472592589e-20 -8.404480399329000e-22 
 8.000000000000000e-09 -2.436625466456679e-20 -4.292637427014717e-21 -1.279240290978039e-17 -1.454203187112752e-17 -2.670787343933208e-22  1.015638161928125e-20  2.031276323856250e-20 -5.341574687866416e-22 
 1.600000000000000e-08 -5.976206748476467e-21 -5.243889019743785e-21 -1.304062769758624e-18 -1.387787688274267e-17 -9.420185582091629e-23  4.287049185031141e-21  8.574098370062283e-21 -1.884037116418326e-22 
 3.200000000000000e-08 -7.345283404379841e-21 -6.220792539906014e-21  5.075481920877568e-19 -1.160617806407797e-17 -1.134543148652276e-22  1.904547506406602e-21  3.809095012813204e-21 -2.269086297304552e-22 
 6.400000000000000e-08 -8.037470397549222e-21 -7.289526003392122e-21  1.091824396802584e-17 -5.154123113654759e-18 -7.705816031524201e-23  7.344869149559331e-22  1.468973829911866e-21 -1.541163206304840e-22 
 1.140000000000000e-07 -6.376369787236544e-21 -7.329787648766398e-21  1.937695653531334e-17 -2.361127388574695e-18 -4.420959768265118e-23 -1.109864979085832e-22 -2.219729958171663e-22 -8.841919536530235e-23 
 1.640000000000000e-07 -7.507260766457414e-21 -7.408829224917659e-21  2.398299453113484e-17  3.087207027695459e-19 -6.802803575981902e-24 -1.021864724153517e-22 -2.043729448307034e-22 -1.360560715196380e-23 
 2.140000000000000e-07 -7.844255188155547e-21 -7.598807925443067e-21  1.987039191073180e-17  1.596062067124938e-18  4.164982739483927e-24 -7.837142197645390e-23 -1.567428439529078e-22  8.329965478967855e-24 
 2.640000000000000e-07 -8.065165994278379e-21 -7.823346893082274e-21  1.295950521043421e-17  2.473157230368106e-18  9.523366169374345e-24  7.774892864474761e-22  1.554978572894952e-21  1.904673233874869e-23 
 3.140000000000000e-07 -8.286930986150260e-21 -8.053688323837310e-21  4.825341347982910e-18  1.272510152644620e-18  1.320123670562871e-23  8.294784479763275e-22  1.658956895952655e-21  2.640247341125742e-23 
 3.640000000000000e-07 -8.531456620696509e-21 -8.290863928731996e-21  6.000219546852556e-18  1.472504242757126e-18  1.381564008278011e-23  8.532962526870313e-22  1.706592505374063e-21  2.763128016556022e-23 
 4.140000000000000e-07 -8.771276199344399e-21 -8.530463957955896e-21  7.171963635814626e-18  1.408514560731902e-18  1.193964288614608e-23  8.472651163455837e-22  1.694530232691167e-21  2.387928577229216e-23 
 4.640000000000000e-07 -9.012190254904220e-21 -8.771074482580005e-21  7.513727209052617e-18  1.519080153785168e-18  1.212402342625382e-23  8.598112989285120e-22  1.719622597857024e-21  2.424804685250763e-23 
 5.140000000000001e-07 -9.246453052129515e-21 -9.009348015324630e-21  7.915756011245814e-18  1.653456755425750e-18  1.185817145546614e-23  8.570559171434322e-22  1.714111834286864e-21  2.371634291093227e-23 
 5.640000000000001e-07 -9.484002678893438e-21 -9.246864587301077e-21  7.611170336903736e-18  1.668969721191568e-18  1.222911221134067e-23  8.473082578438525e-22  1.694616515687705e-21  2.445822442268135e-23 
 6.140000000000002e-07 -9.722051119460847e-21 -9.484442514560275e-21  1.048559281849126e-17  2.475442758575419e-18  1.275765650420133e-23  8.472164381059424e-22  1.694432876211885e-21  2.551531300840266e-23 
 6.640000000000002e-07 -9.962521749028797e-21 -9.723189793799523e-21  1.198096688909138e-17  6.551838849701628e-19  1.183071030542009e-23  8.438137850458287e-22  1.687627570091657e-21  2.366142061084018e-23 
 7.140000000000003e-07 -1.019571645763891e-20 -9.959949915183131e-21  1.362401703303141e-17  5.307054063620143e-19  1.066488877193302e-23  8.471198725345848e-22  1.694239745069170e-21  2.132977754386604e-23 
 7.640000000000003e-07 -1.407814458507337e-20 -1.165457980741595e-20  1.459037293112833e-17 -1.735243364860798e-19  1.042636907193456e-23  3.777207163228324e-22  7.554414326456649e-22  2.085273814386911e-23 
 8.140000000000004e-07 -1.138928916813643e-20 -1.188738953015071e-20  1.491770113462026e-17 -1.379828766968783e-18  7.417895334226871e-24  5.780310012664760e-22  1.156062002532952e-21  1.483579066845374e-23 
 8.640000000000004e-07 -1.234529609499945e-20 -1.211711410063715e-20  1.269894181809368e-17 -2.105611896924084e-18  7.800856333955633e-24  7.538913015021556e-24  1.507782603004311e-23  1.560171266791127e-23 
 9.140000000000005e-07 -1.258081789391341e-20 -1.234854053204494e-20  9.802407424856119e-18 -3.291139526404119e-18  6.856581246390057e-24  2.549365549795591e-22  5.098731099591181e-22  1.371316249278011e-23 
 9.640000000000004e-07 -9.188713552681280e-21 -1.113089502658104e-20  1.071011719841860e-17 -2.654219760327666e-18  6.969128271425658e-24  7.340846289103660e-22  1.468169257820732e-21  1.393825654285132e-23 
 1.014000000000000e-06 -8.712732567912568e-21 -9.920100942020869e-21  1.210964049202996e-17 -1.782468813593540e-18  6.565133942490233e-24  5.063354653209310e-22  1.012670930641862e-21  1.313026788498047e-23 
 1.064000000000000e-06 -1.113327797002041e-20 -1.016321293630865e-20  1.277079116979802e-17 -2.441201058526275e-18  8.863448596394048e-24  3.076666617997819e-22  6.153333235995639e-22  1.772689719278810e-23 
 1.114000000000000e-06 -1.063090993112818e-20 -1.039891413309402e-20  1.121752165389203e-17 -1.337315574702040e-18  9.162099188250638e-24  8.676492075231937e-22  1.735298415046387e-21  1.832419837650128e-23 
 1.164000000000000e-06 -1.086821659144390e-20 -1.063377535579104e-20  9.692927365718502e-18 -2.219409974543367e-18  7.422994926208073e-24  6.239342175951896e-22  1.247868435190379e-21  1.484598985241615e-23 
 1.214000000000000e-06 -1.111216149298417e-20 -1.087210205520770e-20  9.507475901637697e-18 -3.313507646045413e-18  6.980326709060666e-24  4.275865057950979e-23  8.551730115901958e-23  1.396065341812133e-23 
 1.264000000000000e-06 -1.133864493247495e-20 -1.110638454599793e-20  9.815708264697015e-18 -2.483873440585737e-18  6.120811443300498e-24  5.666662756888701e-23  1.133332551377740e-22  1.224162288660100e-23 
 1.314000000000000e-06 -1.159238108666613e-20 -1.134763966042325e-20  9.623844500135351e-18 -1.367350465017560e-18  6.408799135986817e-24  5.441872055388506e-23  1.088374411077701e-22  1.281759827197363e-23 
 1.364000000000000e-06 -1.181885870271272e-20 -1.158437830022411e-20  8.071164818149309e-18 -1.958981434079555e-18  5.751502049687414e-24  4.067624755693999e-23  8.135249511387999e-23  1.150300409937483e-23 
 1.414000000000000e-06 -1.204339654650793e-20 -1.181533332669781e-20  6.449658510390833e-18 -2.487325597489410e-18  7.148288250102353e-24  4.986959368961504e-23  9.973918737923009e-23  1.429657650020471e-23 
 1.464000000000000e-06 -1.228155961898757e-20 -1.204801484890845e-20  5.439534039803679e-18 -1.733811366234285e-18  4.514429432588436e-24  2.945966861594991e-22  5.891933723189981e-22  9.028858865176872e-24 
 1.514000000000000e-06 -8.883089860213838e-21 -1.082858115787274e-20  5.009046285379661e-18 -2.453069200955364e-18  5.268170846332197e-24  8.125065330661392e-22  1.625013066132278e-21  1.053634169266439e-23 
 1.564000000000000e-06 -8.407575396334722e-21 -9.616292115050387e-21  4.585758761495723e-18 -1.577591654279466e-18  5.078917073522819e-24  5.774196712525633e-22  1.154839342505127e-21  1.015783414704564e-23 
 1.614000000000000e-06 -1.083519241913616e-20 -9.861394428120230e-21  4.402785675444468e-18 -2.165960996794202e-18  6.242882954993085e-24  3.324178398666124e-22  6.648356797332248e-22  1.248576590998617e-23 
 1.664000000000000e-06 -1.033216469847549e-20 -1.009872299887630e-20  3.197443187781958e-18 -2.639726350109456e-18  7.791951780058344e-24  9.174475355095405e-22  1.834895071019081e-21  1.558390356011669e-23 
 1.714000000000000e-06 -1.057035290308644e-20 -1.033484067471157e-20  2.125877129038627e-18 -1.857053852095506e-18  5.667580991153046e-24  9.250037691562166e-22  1.850007538312433e-21  1.133516198230609e-23 
 1.764000000000000e-06 -1.080434236423174e-20 -1.056986488568669e-20  1.940925211082020e-18 -2.542366732353789e-18  5.683853020607612e-24  7.134672495567763e-22  1.426934499113553e-21  1.136770604121522e-23 
 1.813999999999999e-06 -1.104753336616702e-20 -1.080793712007385e-20  1.675503273335298e-18 -1.800558052544518e-18  5.840735271760702e-24  1.218694041261392e-22  2.437388082522784e-22  1.168147054352140e-23 
 1.863999999999999e-06 -1.128959145733472e-20 -1.104821330185563e-20  1.317920504217589e-18 -2.471722801398886e-18  4.329470623218075e-24  1.057594661316640e-22  2.115189322633279e-22  8.658941246436149e-24 
 1.913999999999999e-06 -1.152157047074397e-20 -1.128561140576732e-20  2.371077181020008e-18 -1.599913260680155e-18  3.647566207168194e-24  9.553792922612689e-23  1.910758584522538e-22  7.295132414336388e-24 
 1.963999999999999e-06 -1.174569289990885e-20 -1.151712362420627e-20  4.215624151166792e-18 -1.992918995151297e-18  7.248282203947329e-24  1.071796318037102e-22  2.143592636074203e-22  1.449656440789466e-23 
 2.013999999999999e-06 -1.198270087884294e-20 -1.174965696974873e-20  4.900280507405537e-18 -3.134484897918883e-18  5.973603743244283e-24  1.030582769976023e-22  2.061165539952046e-22  1.194720748648857e-23 
 2.063999999999999e-06 -1.221450768556995e-20 -1.198210392518571e-20  5.513799130688425e-18 -2.523453710202062e-18  4.192265179186912e-24  3.642260309568245e-22  7.284520619136490e-22  8.384530358373825e-24 
 2.113999999999999e-06 -8.819786082283851e-21 -1.076366617911236e-20  6.135265237007213e-18 -1.662404093430431e-18  4.423477923730650e-24  8.435697126988334e-22  1.687139425397667e-21  8.846955847461299e-24 
 2.163999999999999e-06 -8.342944789927217e-21 -9.551690074223636e-21  7.176487075364275e-18 -2.410680300280913e-18  6.269128961791489e-24  5.928628106167864e-22  1.185725621233573e-21  1.253825792358298e-23 
 2.213999999999999e-06 -1.076925840790335e-20 -9.796322186717779e-21  6.954404126856417e-18 -1.749085990401528e-18  5.784254901752808e-24  3.559315367769545e-22  7.118630735539089e-22  1.156850980350562e-23 
 2.263999999999999e-06 -1.026665178734556e-20 -1.003338044946772e-20  7.827018609847688e-18 -2.179389064628620e-18  6.988982591660549e-24  9.445991044688050e-22  1.889198208937610e-21  1.397796518332110e-23 
 2.313999999999999e-06 -1.050567082395460e-20 -1.026970825181246e-20  8.605586137392815e-18 -3.342095422708821e-18  5.411940663307724e-24  7.033593556454314e-22  1.406718711290863e-21  1.082388132661545e-23 
 2.363999999999999e-06 -1.076369483089963e-20 -1.051456844391628e-20  8.165488276349615e-18 -2.737804366497740e-18  4.094106947128561e-24  1.173759604489469e-22  2.347519208978938e-22  8.188213894257122e-24 
 2.413999999999999e-06 -1.098933103022474e-20 -1.075344551686043e-20  8.295511602511122e-18 -2.117627578366119e-18  2.768899464768160e-24  1.043437379760845e-22  2.086874759521690e-22  5.537798929536321e-24 
 2.463999999999999e-06 -1.121915975926291e-20 -1.098750662841025e-20  8.455839589068844e-18 -3.118538691520754e-18  4.638316840991637e-24  1.170040986466981e-22  2.340081972933963e-22  9.276633681983273e-24 
 2.513999999999999e-06 -1.145283893216398e-20 -1.122045177222171e-20  8.599550468396057e-18 -2.638320162664210e-18  2.785723461794787e-24  1.007800089045149e-22  2.015600178090298e-22  5.571446923589574e-24 
 2.563999999999999e-06 -1.168501344493484e-20 -1.145286547006925e-20  9.436884614072276e-18 -1.490335885512950e-18  3.729081787777562e-24  1.079271615363080e-22  2.158543230726159e-22  7.458163575555124e-24 
 2.613999999999999e-06 -1.192019728115513e-20 -1.168628093407311e-20  9.305700444652495e-18 -2.538246660062769e-18  2.879843035844953e-24  3.517703275582503e-22  7.035406551165006e-22  5.759686071689907e-24 
 2.663999999999999e-06 -8.523739984584602e-21 -1.046794764707848e-20  9.372166257538914e-18 -2.067800412968412e-18  2.784376891040372e-24  8.409729231740824e-22  1.681945846348165e-21  5.568753782080744e-24 
 2.713999999999998e-06 -8.049397834265686e-21 -9.256861064554438e-21  9.303762142362003e-18 -3.157545510713368e-18  3.273619133202536e-24  6.033150170949185e-22  1.206630034189837e-21  6.547238266405071e-24 
 2.763999999999998e-06 -1.048183417905067e-20 -9.504632993848121e-21  9.022576287122517e-18 -2.636235799233907e-18  2.767318446056989e-24  3.711530690171024e-22  7.423061380342049e-22  5.534636892113979e-24 
