 time                   v(gate)                v(gfet)                v(gate_core)           v(en_core)             v(vdd)                 v(vdda)                i(vdda)                i(vdd)                
 0.000000000000000e+00  6.309740358655125e-25  6.309740358655125e-25  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -2.039316117082467e-25 -4.078632234164934e-25  0.000000000000000e+00 
 5.000000000000000e-11 -3.791445652813176e-24  6.265560341785208e-25 -2.854737247573753e-24  9.629086214948218e-28 -4.349697580272860e-29 -1.866312294142875e-25 -3.732624588285751e-25 -8.699395160545721e-29 
 1.000000000000000e-10 -2.779457406697001e-24  6.231534233484754e-25 -4.879129108905759e-24  1.716801680747188e-27 -7.062528094319469e-29 -1.726466058947007e-25 -3.452932117894015e-25 -1.412505618863894e-28 
 2.000000000000000e-10  1.795924336827431e-18  2.153145860495008e-21 -1.795531317167114e-17 -1.775922028967384e-17 -4.490886289992593e-22  2.763833228968052e-20  5.527666457936105e-20 -8.981772579985187e-22 
 4.000000000000000e-10  1.132675457906751e-18  6.577798408947067e-21 -3.391790155320898e-17 -3.625358574504078e-17 -9.475907660577572e-22  5.301692929924894e-20  1.060338585984979e-19 -1.895181532115514e-21 
 8.000000000000000e-10 -1.311078589639301e-18  3.806074061942741e-21 -5.405105862926474e-17 -6.715698344979715e-17 -1.245836245070808e-21  3.647602620149841e-20  7.295205240299682e-20 -2.491672490141617e-21 
 1.600000000000000e-09  2.797389748993538e-19  4.233546695100116e-21 -6.963994305790180e-17 -1.138282646880983e-16 -9.790121891202578e-22 -4.173201645214794e-20 -8.346403290429588e-20 -1.958024378240516e-21 
 3.200000000000000e-09 -2.519241052025395e-19 -2.564933460191766e-22 -9.014499278133968e-17 -1.805994629470716e-16 -4.180055488184558e-22 -4.200575099231624e-20 -8.401150198463247e-20 -8.360110976369117e-22 
 6.400000000000000e-09  1.280494070195750e-19  1.029056096530308e-21 -1.124644858702265e-16 -1.899215103171260e-16  5.331296358125901e-23 -3.031532477342201e-20 -6.063064954684402e-20  1.066259271625180e-22 
 1.140000000000000e-08 -5.568757778866151e-20 -1.571820134991764e-21 -1.232401169936189e-16 -1.789614907487686e-16  1.589035648065569e-22  3.653978487923604e-21  7.307956975847209e-21  3.178071296131139e-22 
