Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L126_0;CTX_L134_0;1.492;
C2;CTX_L126_0;FILL_L10_0;0.006;
C3;CTX_L126_0;FILL_L10_1;0.003;
C4;CTX_L126_0;FILL_L10_10;0.038;
C5;CTX_L126_0;FILL_L10_11;0.081;
C6;CTX_L126_0;FILL_L10_12;0.049;
C7;CTX_L126_0;FILL_L10_13;0.055;
C8;CTX_L126_0;FILL_L10_14;0.071;
C9;CTX_L126_0;FILL_L10_2;0.01;
C10;CTX_L126_0;FILL_L10_3;0.062;
C11;CTX_L126_0;FILL_L10_4;0.069;
C12;CTX_L126_0;FILL_L10_5;0.086;
C13;CTX_L126_0;FILL_L10_6;0.05;
C14;CTX_L126_0;FILL_L10_7;0.05;
C15;CTX_L126_0;FILL_L10_8;0.085;
C16;CTX_L126_0;FILL_L10_9;0.043;
C17;CTX_L126_0;FILL_L30_0;0.005;
C18;CTX_L126_0;FILL_L30_1;0.045;
C19;CTX_L126_0;FILL_L30_10;0.285;
C20;CTX_L126_0;FILL_L30_11;0.005;
C21;CTX_L126_0;FILL_L30_12;0.005;
C22;CTX_L126_0;FILL_L30_13;0.03;
C23;CTX_L126_0;FILL_L30_14;0.143;
C24;CTX_L126_0;FILL_L30_2;0.258;
C25;CTX_L126_0;FILL_L30_3;0.005;
C26;CTX_L126_0;FILL_L30_4;0.005;
C27;CTX_L126_0;FILL_L30_5;0.06;
C28;CTX_L126_0;FILL_L30_6;0.285;
C29;CTX_L126_0;FILL_L30_7;0.005;
C30;CTX_L126_0;FILL_L30_8;0.005;
C31;CTX_L126_0;FILL_L30_9;0.06;
C32;CTX_L126_0;FILL_L50_0;0.026;
C33;CTX_L126_0;FILL_L50_1;0.26;
C34;CTX_L126_0;FILL_L50_10;0.143;
C35;CTX_L126_0;FILL_L50_2;0.026;
C36;CTX_L126_0;FILL_L50_3;0.026;
C37;CTX_L126_0;FILL_L50_4;0.286;
C38;CTX_L126_0;FILL_L50_5;0.026;
C39;CTX_L126_0;FILL_L50_6;0.026;
C40;CTX_L126_0;FILL_L50_7;0.286;
C41;CTX_L126_0;FILL_L50_8;0.026;
C42;CTX_L126_0;FILL_L50_9;0.026;
C43;CTX_L126_0;FILL_L8_0;0.002;
C44;CTX_L126_0;FILL_L8_1;0.002;
C45;CTX_L126_0;FILL_L8_10;0.021;
C46;CTX_L126_0;FILL_L8_11;0.006;
C47;CTX_L126_0;FILL_L8_12;0.009;
C48;CTX_L126_0;FILL_L8_13;0.014;
C49;CTX_L126_0;FILL_L8_14;0.005;
C50;CTX_L126_0;FILL_L8_2;0.001;
C51;CTX_L126_0;FILL_L8_3;0.01;
C52;CTX_L126_0;FILL_L8_4;0.014;
C53;CTX_L126_0;FILL_L8_5;0.007;
C54;CTX_L126_0;FILL_L8_6;0.014;
C55;CTX_L126_0;FILL_L8_7;0.019;
C56;CTX_L126_0;FILL_L8_8;0.006;
C57;CTX_L126_0;FILL_L8_9;0.015;
C58;CTX_L126_0;N;0.538;
C59;CTX_L126_0;P;0.414;
C60;CTX_L126_0;VSUBS;2.403;
C61;CTX_L134_0;FILL_L10_11;0.035;
C62;CTX_L134_0;FILL_L10_14;0.031;
C63;CTX_L134_0;FILL_L10_5;0.01;
C64;CTX_L134_0;FILL_L10_8;0.034;
C65;CTX_L134_0;FILL_L30_10;0.008;
C66;CTX_L134_0;FILL_L30_11;0.008;
C67;CTX_L134_0;FILL_L30_12;0.006;
C68;CTX_L134_0;FILL_L30_14;0.004;
C69;CTX_L134_0;FILL_L30_8;0.004;
C70;CTX_L134_0;FILL_L50_3;0.004;
C71;CTX_L134_0;FILL_L50_5;0.005;
C72;CTX_L134_0;FILL_L50_6;0.011;
C73;CTX_L134_0;FILL_L50_8;0.015;
C74;CTX_L134_0;FILL_L50_9;0.014;
C75;CTX_L134_0;FILL_L8_11;0.002;
C76;CTX_L134_0;FILL_L8_14;0.002;
C77;CTX_L134_0;P;0.022;
C78;CTX_L134_0;VSUBS;0.89;
C79;FILL_L10_0;FILL_L10_1;0.014;
C80;FILL_L10_0;FILL_L10_3;0.07;
C81;FILL_L10_0;FILL_L30_1;0.133;
C82;FILL_L10_0;FILL_L30_2;0.002;
C83;FILL_L10_0;FILL_L50_1;0.003;
C84;FILL_L10_0;FILL_L8_0;0.084;
C85;FILL_L10_0;N;0.001;
C86;FILL_L10_0;VSUBS;0.146;
C87;FILL_L10_1;FILL_L10_2;0.014;
