Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L10_0,CTX_L10_1,CTX_L30_0,CTX_L8_67;CTX_L10_13,CTX_L8_42;0.0;
C2;CTX_L10_0,CTX_L10_1,CTX_L30_0,CTX_L8_67;CTX_L10_2,CTX_L30_1,CTX_L8_78;0.032;
C3;CTX_L10_0,CTX_L10_1,CTX_L30_0,CTX_L8_67;CTX_L10_4,CTX_L8_50,CTX_L8_71;0.091;
C4;CTX_L10_0,CTX_L10_1,CTX_L30_0,CTX_L8_67;CTX_L10_8,CTX_L8_66;0.013;
C5;CTX_L10_0,CTX_L10_1,CTX_L30_0,CTX_L8_67;CTX_L126_0,CTX_L134_0;0.001;
C6;CTX_L10_0,CTX_L10_1,CTX_L30_0,CTX_L8_67;CTX_L8_62;0.014;
C7;CTX_L10_0,CTX_L10_1,CTX_L30_0,CTX_L8_67;CTX_L8_63;0.017;
C8;CTX_L10_0,CTX_L10_1,CTX_L30_0,CTX_L8_67;CTX_L8_64;0.116;
C9;CTX_L10_0,CTX_L10_1,CTX_L30_0,CTX_L8_67;CTX_L8_65;0.357;
C10;CTX_L10_0,CTX_L10_1,CTX_L30_0,CTX_L8_67;CTX_L8_70;0.203;
C11;CTX_L10_0,CTX_L10_1,CTX_L30_0,CTX_L8_67;CTX_L8_73;0.001;
C12;CTX_L10_0,CTX_L10_1,CTX_L30_0,CTX_L8_67;CTX_L8_81;0.001;
C13;CTX_L10_0,CTX_L10_1,CTX_L30_0,CTX_L8_67;CTX_L8_85;0.021;
C14;CTX_L10_0,CTX_L10_1,CTX_L30_0,CTX_L8_67;CTX_L8_86;0.004;
C15;CTX_L10_0,CTX_L10_1,CTX_L30_0,CTX_L8_67;VSUBS;0.328;
C16;CTX_L10_10,CTX_L8_44;CTX_L10_11,CTX_L8_47;0.24;
C17;CTX_L10_10,CTX_L8_44;CTX_L10_12,CTX_L8_45;0.048;
C18;CTX_L10_10,CTX_L8_44;CTX_L10_6,CTX_L30_4,CTX_L8_46;0.012;
C19;CTX_L10_10,CTX_L8_44;CTX_L10_7,CTX_L30_5;0.005;
C20;CTX_L10_10,CTX_L8_44;CTX_L10_9,CTX_L30_6,CTX_L8_24;0.235;
C21;CTX_L10_10,CTX_L8_44;CTX_L126_0,CTX_L134_0;0.002;
C22;CTX_L10_10,CTX_L8_44;CTX_L8_43;0.001;
C23;CTX_L10_10,CTX_L8_44;CTX_L8_52;0.034;
C24;CTX_L10_10,CTX_L8_44;VSUBS;0.041;
C25;CTX_L10_11,CTX_L8_47;CTX_L10_12,CTX_L8_45;0.185;
C26;CTX_L10_11,CTX_L8_47;CTX_L10_13,CTX_L8_42;0.003;
C27;CTX_L10_11,CTX_L8_47;CTX_L10_5,CTX_L30_3,CTX_L8_31;0.0;
C28;CTX_L10_11,CTX_L8_47;CTX_L10_6,CTX_L30_4,CTX_L8_46;0.032;
C29;CTX_L10_11,CTX_L8_47;CTX_L10_7,CTX_L30_5;0.011;
C30;CTX_L10_11,CTX_L8_47;CTX_L10_9,CTX_L30_6,CTX_L8_24;0.022;
C31;CTX_L10_11,CTX_L8_47;CTX_L126_0,CTX_L134_0;0.004;
C32;CTX_L10_11,CTX_L8_47;CTX_L8_40;0.152;
C33;CTX_L10_11,CTX_L8_47;CTX_L8_43;0.033;
C34;CTX_L10_11,CTX_L8_47;CTX_L8_52;0.043;
C35;CTX_L10_11,CTX_L8_47;CTX_L8_53;0.025;
C36;CTX_L10_11,CTX_L8_47;CTX_L8_54;0.0;
C37;CTX_L10_11,CTX_L8_47;VSUBS;0.139;
C38;CTX_L10_12,CTX_L8_45;CTX_L10_13,CTX_L8_42;0.17;
C39;CTX_L10_12,CTX_L8_45;CTX_L10_7,CTX_L30_5;0.005;
C40;CTX_L10_12,CTX_L8_45;CTX_L10_9,CTX_L30_6,CTX_L8_24;0.001;
C41;CTX_L10_12,CTX_L8_45;CTX_L126_0,CTX_L134_0;0.003;
C42;CTX_L10_12,CTX_L8_45;CTX_L8_40;0.019;
C43;CTX_L10_12,CTX_L8_45;CTX_L8_43;0.002;
C44;CTX_L10_12,CTX_L8_45;CTX_L8_52;0.001;
C45;CTX_L10_12,CTX_L8_45;CTX_L8_53;0.011;
C46;CTX_L10_12,CTX_L8_45;CTX_L8_54;0.005;
C47;CTX_L10_12,CTX_L8_45;VSUBS;0.062;
C48;CTX_L10_13,CTX_L8_42;CTX_L10_2,CTX_L30_1,CTX_L8_78;0.028;
