 time                   v(gate)                v(gfet)                v(gate_core)           v(en_core)             v(vdd)                 v(vdda)                i(vdda)                i(vdd)                
 0.000000000000000e+00  6.306055927652616e-25  6.306055927652616e-25  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -2.039718528282236e-25 -4.079437056564473e-25  0.000000000000000e+00 
 5.000000000000000e-11 -3.110660639523454e-24  6.268680640616765e-25 -1.493884073970064e-24 -1.571264592220263e-26 -3.048242545233014e-29 -1.863007965591996e-25 -3.726015931183992e-25 -6.096485090466029e-29 
 1.000000000000000e-10 -2.227437475369335e-24  6.240166099763309e-25 -2.550945846334699e-24 -2.669311885435663e-26 -4.942833144849991e-29 -1.720863191709692e-25 -3.441726383419383e-25 -9.885666289699983e-29 
 2.000000000000000e-10  1.795959712709610e-18  2.153189563222374e-21 -1.190972641932094e-17 -5.324025147861071e-18 -3.316988256821861e-22  2.785761880748984e-20  5.571523761497969e-20 -6.633976513643721e-22 
 4.000000000000000e-10  1.132420538436394e-18  6.577265854708337e-21 -2.869546686789209e-17 -1.177483893921763e-17 -7.592787014097222e-22  5.089963474898057e-20  1.017992694979611e-19 -1.518557402819444e-21 
 8.000000000000000e-10 -1.310918174908007e-18  3.805851560846606e-21 -4.789698946161558e-17 -2.041603838230441e-17 -1.152681475431259e-21  3.368214657777600e-20  6.736429315555201e-20 -2.305362950862517e-21 
 1.600000000000000e-09  2.797168319962578e-19  4.233361443067845e-21 -6.417526462687339e-17 -3.324862046654311e-17 -9.404095104593756e-22 -4.215378643530264e-20 -8.430757287060527e-20 -1.880819020918751e-21 
 3.200000000000000e-09 -2.518783601492318e-19 -2.557841110875324e-22 -8.168523604188406e-17 -5.121961434986968e-17 -8.538996770036700e-23 -4.274200884039479e-20 -8.548401768078958e-20 -1.707799354007340e-22 
 6.400000000000000e-09  1.281915532693073e-19  1.035684795001509e-21 -9.475379260784235e-17 -6.679788607264555e-17  2.777794381750640e-23 -2.960986018235344e-20 -5.921972036470688e-20  5.555588763501281e-23 
 1.140000000000000e-08 -5.572636013530250e-20 -1.564548872190264e-21 -1.064908507190234e-16 -7.324963637536677e-17  1.434734894433100e-22  3.415500767800888e-21  6.831001535601776e-21  2.869469788866200e-22 
 1.640000000000000e-08  3.501216033968152e-20 -9.107756744570654e-23 -1.110214894021631e-16 -7.417471119715666e-17 -5.440177276395378e-23 -1.141342617950181e-21 -2.282685235900362e-21 -1.088035455279076e-22 
 2.140000000000000e-08 -3.846436698988917e-20 -2.028948373615749e-21 -1.129720803528423e-16 -7.601262596405568e-17 -7.457600127502880e-23  1.202891556308347e-21  2.405783112616694e-21 -1.491520025500576e-22 
