 time                   v(gate)                v(gfet)                v(gate_core)           v(en_core)             v(vdd)                 v(vdda)                i(vdda)                i(vdd)                
 0.000000000000000e+00  1.624395974387219e-22  1.624395974387219e-22  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -4.462986649701224e-21 -8.925973299402449e-21  0.000000000000000e+00 
 5.000000000000001e-12 -6.432507793875089e-20  1.559914904957972e-22 -3.045251848083270e-21 -3.170095126969027e-23 -6.798690197775126e-26 -4.400938747448665e-21 -8.801877494897330e-21 -1.359738039555025e-25 
 1.000000000000000e-11 -6.125946688129761e-20  1.498505587517923e-22 -4.165596184746941e-21 -4.050174607397560e-23 -9.378275471621458e-26 -4.342299915952520e-21 -8.684599831905040e-21 -1.875655094324292e-25 
 2.000000000000000e-11  1.758572913665041e-17  2.254954715188815e-21 -1.555219466845331e-17 -7.490090770418072e-18 -2.745436122094417e-22  2.393620588167956e-20  4.787241176335912e-20 -5.490872244188834e-22 
 4.000000000000000e-11 -2.729349436827964e-17 -2.610774022283334e-21 -3.355691213265752e-17 -2.188293019821857e-17 -1.059759929282977e-21  1.395805355607838e-19  2.791610711215675e-19 -2.119519858565954e-21 
 8.000000000000001e-11  7.274278729639627e-18 -3.010258298050969e-21 -5.348765028872339e-17 -3.674471639800255e-17 -9.181217594943655e-22  2.384267468323395e-19  4.768534936646790e-19 -1.836243518988731e-21 
 1.600000000000000e-10 -5.989665701219778e-18 -9.071216424068961e-21 -7.626685251190495e-17 -5.417293181980921e-17 -1.838134435016627e-22  3.649154261049376e-19  7.298308522098753e-19 -3.676268870033253e-22 
 3.200000000000000e-10  2.905320246496523e-18 -8.325782549115729e-21 -1.100504823467344e-16 -7.200362044186715e-17  4.375451622261122e-22  3.995886199458353e-19  7.991772398916707e-19  8.750903244522244e-22 
 6.400000000000001e-10 -1.305104971262684e-18 -1.269230010639330e-20 -1.829301247382430e-16 -9.389805364812684e-17  1.478762987806454e-21  3.665854974259000e-19  7.331709948517999e-19  2.957525975612909e-21 
 1.140000000000000e-09  6.294779273069259e-19 -1.129608415761592e-20 -2.144985727700296e-16 -1.109851118717319e-16  2.347682526909772e-21  1.758787926935631e-19  3.517575853871262e-19  4.695365053819543e-21 
 1.640000000000000e-09 -5.113222670549665e-19 -1.414519267058599e-20 -2.373579036913297e-16 -1.200204233719252e-16  2.031580953036887e-21  6.054796214890961e-20  1.210959242978192e-19  4.063161906073775e-21 
 2.140000000000000e-09  2.341605431881380e-19 -1.344419723873023e-20 -2.425365304505208e-16 -1.264719483245455e-16  1.542327222582609e-21 -1.262930542949400e-20 -2.525861085898799e-20  3.084654445165218e-21 
 2.640000000000000e-09 -4.750784926813788e-19 -1.626926031058361e-20 -2.440474934184822e-16 -1.286287923128462e-16  1.219043853211088e-21 -2.958605873816186e-20 -5.917211747632372e-20  2.438087706422176e-21 
 3.140000000000000e-09  2.578839146395222e-19 -1.538912771881250e-20 -2.421882286006466e-16 -1.273958824487834e-16  1.223077056731214e-21 -1.656053134670662e-20 -3.312106269341324e-20  2.446154113462428e-21 
