 time                   v(gate)                v(gfet)                v(gate_core)           v(en_core)             v(vdd)                 v(vdda)                i(vdda)                i(vdd)                
 0.000000000000000e+00  1.923465414010502e-09  1.923465414010502e-09  1.673331653672066e-07  6.036433546110636e-08  1.199999999366775e+00  3.299999999647628e+00 -7.047447070362978e-10 -1.266450055936730e-09 
 5.000000000000000e-11  1.923465189207496e-09  1.923465413785923e-09  1.673331348376262e-07  6.036433935788231e-08  1.199999999366776e+00  3.299999999647619e+00 -7.047615824262721e-10 -1.266448279579890e-09 
 1.000000000000000e-10  1.923465147574133e-09  1.923465413519978e-09  1.673331303394809e-07  6.036433406211177e-08  1.199999999366777e+00  3.299999999647611e+00 -7.047784578162464e-10 -1.266446947312261e-09 
 2.000000000000000e-10  1.923465348802056e-09  1.923465413229908e-09  1.673331738708133e-07  6.036433911045947e-08  1.199999999366776e+00  3.299999999647601e+00 -7.047979977414798e-10 -1.266447835490681e-09 
 4.000000000000000e-10  1.923465305433969e-09  1.923465412740318e-09  1.673331953513856e-07  6.036433576686985e-08  1.199999999366773e+00  3.299999999647589e+00 -7.048228667372314e-10 -1.266453608650409e-09 
 8.000000000000000e-10  1.923465402578484e-09  1.923465412301973e-09  1.673331621185797e-07  6.036433404195671e-08  1.199999999366771e+00  3.299999999647588e+00 -7.048237549156511e-10 -1.266458049542507e-09 
 1.600000000000000e-09  1.923465392170143e-09  1.923465411763203e-09  1.673331613805894e-07  6.036433563399888e-08  1.199999999366772e+00  3.299999999647580e+00 -7.048406303056254e-10 -1.266456273185668e-09 
 3.200000000000000e-09  1.923465368751376e-09  1.923465410530038e-09  1.673331656382132e-07  6.036433612802223e-08  1.199999999366774e+00  3.299999999647559e+00 -7.048823746913513e-10 -1.266451832293569e-09 
 6.400000000000000e-09  1.923465396506951e-09  1.923465409061414e-09  1.673331653999659e-07  6.036433501750876e-08  1.199999999366774e+00  3.299999999647552e+00 -7.048974737244862e-10 -1.266451832293569e-09 
 1.140000000000000e-08  1.923465426214091e-09  1.923465409246262e-09  1.673331651719148e-07  6.036433489573719e-08  1.199999999366776e+00  3.299999999647552e+00 -7.048965855460665e-10 -1.266449167758310e-09 
 1.640000000000000e-08  1.923465400410079e-09  1.923465408751766e-09  1.673331654294527e-07  6.036433600886613e-08  1.199999999366775e+00  3.299999999647554e+00 -7.048921446539680e-10 -1.266450500025940e-09 
 2.140000000000000e-08  1.923465377641834e-09  1.923465406652865e-09  1.673331650516104e-07  6.036433539738991e-08  1.199999999366775e+00  3.299999999647553e+00 -7.048939210108074e-10 -1.266450500025940e-09 
 2.640000000000000e-08  1.923465375690270e-09  1.923465404061796e-09  1.673331652353984e-07  6.036433517880182e-08  1.199999999366775e+00  3.299999999647554e+00 -7.048921446539680e-10 -1.266450500025940e-09 
 3.140000000000000e-08  1.923465422310963e-09  1.923465404392660e-09  1.673331651258309e-07  6.036433520463599e-08  1.199999999366775e+00  3.299999999647554e+00 -7.048930328323877e-10 -1.266450500025940e-09 
 3.640000000000000e-08  1.923465384147047e-09  1.923465403230704e-09  1.673331652609313e-07  6.036433550456835e-08  1.199999999366775e+00  3.299999999647554e+00 -7.048930328323877e-10 -1.266450500025940e-09 
 4.139999999999999e-08  1.923465376774472e-09  1.923465401214078e-09  1.673331653672102e-07  6.036433524276940e-08  1.199999999366775e+00  3.299999999647555e+00 -7.048903682971286e-10 -1.266450944115149e-09 
 4.639999999999999e-08  1.923465365281929e-09  1.923465398338123e-09  1.673331653075177e-07  6.036433530089576e-08  1.199999999366775e+00  3.299999999647555e+00 -7.048912564755483e-10 -1.266450500025940e-09 
 5.139999999999999e-08  1.923465417106793e-09  1.923465398612429e-09  1.673331651558312e-07  6.036433530296777e-08  1.199999999366775e+00  3.299999999647554e+00 -7.048930328323877e-10 -1.266450500025940e-09 
 5.639999999999999e-08  1.923465377641834e-09  1.923465397387488e-09  1.673331652967058e-07  6.036433522819582e-08  1.199999999366775e+00  3.299999999647554e+00 -7.048930328323877e-10 -1.266450944115149e-09 
 6.139999999999999e-08  1.923465368968216e-09  1.923465395228489e-09  1.673331652357138e-07  6.036433557693425e-08  1.199999999366775e+00  3.299999999647554e+00 -7.048921446539680e-10 -1.266450944115149e-09 
 6.640000000000000e-08  1.923465412986824e-09  1.923465395663698e-09  1.673331651609067e-07  6.036433497860362e-08  1.199999999366775e+00  3.299999999647554e+00 -7.048930328323877e-10 -1.266450944115149e-09 
 7.140000000000000e-08  1.923465375907110e-09  1.923465394564914e-09  1.673331652989464e-07  6.036433583608496e-08  1.199999999366775e+00  3.299999999647554e+00 -7.048921446539680e-10 -1.266450944115149e-09 
 7.640000000000001e-08  1.923465367233493e-09  1.923465392513330e-09  1.673331651618135e-07  6.036433521524802e-08  1.199999999366775e+00  3.299999999647554e+00 -7.048921446539680e-10 -1.266450944115149e-09 
 8.140000000000001e-08  1.923465363330365e-09  1.923465390048275e-09  1.673331652803385e-07  6.036433556903391e-08  1.199999999366775e+00  3.299999999647554e+00 -7.048921446539680e-10 -1.266450500025940e-09 
 8.640000000000002e-08  1.923465405180569e-09  1.923465390223713e-09  1.673331652056794e-07  6.036433508131886e-08  1.199999999366775e+00  3.299999999647554e+00 -7.048930328323877e-10 -1.266450500025940e-09 
 9.140000000000002e-08  1.923465372437663e-09  1.923465389166910e-09  1.673331653561142e-07  6.036433550584429e-08  1.199999999366775e+00  3.299999999647554e+00 -7.048921446539680e-10 -1.266450944115149e-09 
 9.640000000000003e-08  1.923465354006226e-09  1.923465386639116e-09  1.673331652059964e-07  6.036433531404074e-08  1.199999999366775e+00  3.299999999647554e+00 -7.048930328323877e-10 -1.266450944115149e-09 
 1.014000000000000e-07  1.923465408866856e-09  1.923465387238414e-09  1.673331653955697e-07  6.036433532277156e-08  1.199999999366775e+00  3.299999999647552e+00 -7.048956973676468e-10 -1.266450944115149e-09 
 1.064000000000000e-07  1.923465367884014e-09  1.923465386216045e-09  1.673331653011394e-07  6.036433565602949e-08  1.199999999366775e+00  3.299999999647554e+00 -7.048930328323877e-10 -1.266450500025940e-09 
 1.114000000000000e-07  1.923465356174631e-09  1.923465384018966e-09  1.673331651610526e-07  6.036433504723509e-08  1.199999999366775e+00  3.299999999647553e+00 -7.048939210108074e-10 -1.266450944115149e-09 
 1.164000000000000e-07  1.923465355307269e-09  1.923465381537897e-09  1.673331653238666e-07  6.036433564913152e-08  1.199999999366775e+00  3.299999999647554e+00 -7.048921446539680e-10 -1.266450944115149e-09 
 1.214000000000000e-07  1.923465399759558e-09  1.923465381901417e-09  1.673331651649226e-07  6.036433525833226e-08  1.199999999366775e+00  3.299999999647554e+00 -7.048921446539680e-10 -1.266450944115149e-09 
